ลำดับที่,Client,Location,Project Name,Brand, QT No.,Business Unit,Project Type,Preriod,Remark, Cost to Cost method ©,Final actual margin(%) ,Total Revenue 2021,Actual Cost (A),Final actual margin(จำนวน) ,,
396, Trading (Thailand) Ltd.,Thailand,PAMPERS Warehouse Rental on April 21,PAMPERS,2006P&G006.10,BU1A,Booth & Roadshow,on April 21,, 100.00 , 70.08 ," 2,200.00 ", 658.18 ," 1,541.82 ",,
397, Trading (Thailand) Ltd.,Thailand,PAMPERS Warehouse Rental on May 21,PAMPERS,2006P&G006.11,BU1A,Booth & Roadshow,on May 21,, 100.00 , 71.49 ," 2,200.00 ", 627.28 ," 1,572.72 ",,
398, Trading (Thailand) Ltd.,Thailand,PAMPERS Warehouse Rental (June 2021),Pampers,2006P&G006.12,BU1A,Booth & Roadshow,15 Jun 21,, 100.00 , 67.68 ," 2,200.00 ", 711.03 ," 1,488.97 ",,
399, Trading (Thailand) Ltd.,Thailand,Downy Warehouse Rental ,Downy,2006P&G007,BU1A,Booth & Roadshow,Jan- June 21,,,, 0.00 ,,,,
400, Trading (Thailand) Ltd.,Thailand,Downy Warehouse Rental on Jan 21,Downy,2006P&G007.7,BU1A,Booth & Roadshow,on Jan 21,, 100.00 , 0.00 ," 4,400.00 "," 1,254.56 "," 3,145.44 ",,
401, Trading (Thailand) Ltd.,Thailand,Downy Warehouse Rental on Feb 21,Downy,2006P&G007.8,BU1A,Booth & Roadshow,on Feb 21,, 100.00 , 0.00 ," 4,400.00 "," 1,133.15 "," 3,266.85 ",,
402, Trading (Thailand) Ltd.,Thailand,Downy Warehouse Rental on Mar 21,Downy,2006P&G007.9,BU1A,Booth & Roadshow,on Mar 21,, 100.00 , 0.00 ," 4,400.00 "," 1,561.40 "," 2,838.60 ",,
403, Trading (Thailand) Ltd.,Thailand,Downy Warehouse Rental on April 21,Downy,2006P&G007.10,BU1A,Booth & Roadshow,on April 21,, 100.00 , 0.00 ," 4,400.00 "," 1,316.37 "," 3,083.63 ",,
404, Trading (Thailand) Ltd.,Thailand,Downy Warehouse Rental on May 21,Downy,2006P&G007.11,BU1A,Booth & Roadshow,on May 21,, 100.00 , 0.00 ," 4,400.00 "," 1,254.56 "," 3,145.44 ",,
405, Trading (Thailand) Ltd.,Thailand,Downy Warehouse Rental (June 2021),Downy,2006P&G007.12,BU1A,Booth & Roadshow,15 Jun 21,, 100.00 , 67.68 ," 4,400.00 "," 1,422.06 "," 2,977.94 ",,
406, Trading (Thailand) Ltd.,Thailand,OLAY Warehouse Rental,OLAY,2006P&G010,BU1A,Booth & Roadshow,Jan- June 21,,,, 0.00 ,,,,
407, Trading (Thailand) Ltd.,Thailand,OLAY Warehouse Rental on Jan 21,OLAY,2006P&G010.7,BU1A,Booth & Roadshow,on Jan 21,, 100.00 , 71.49 ," 1,100.00 ", 313.64 , 786.36 ,,
408, Trading (Thailand) Ltd.,Thailand,OLAY Warehouse Rental on Feb 21,OLAY,2006P&G010.8,BU1A,Booth & Roadshow,on Feb 21,, 100.00 , 74.25 ," 1,100.00 ", 283.29 , 816.71 ,,
409, Trading (Thailand) Ltd.,Thailand,OLAY Warehouse Rental on Mar 21,OLAY,2006P&G010.9,BU1A,Booth & Roadshow,on Mar 21,, 0.00 , 100.00 ," 1,100.00 ", 0.00 ," 1,100.00 ",,
410, Trading (Thailand) Ltd.,Thailand,OLAY Warehouse Rental on April 21,OLAY,2006P&G010.10,BU1A,Booth & Roadshow,on April 21,, 0.00 , 100.00 ," 1,100.00 ", 0.00 ," 1,100.00 ",,
411, Trading (Thailand) Ltd.,Thailand,OLAY Warehouse Rental on May 21,OLAY,2006P&G010.11,BU1A,Booth & Roadshow,on May 21,, 100.00 , 6.06 ," 1,100.00 "," 1,033.32 ", 66.68 ,,
412, Trading (Thailand) Ltd.,Thailand,OLAY Warehouse Rental (June  2021),OLAY,2006P&G010.12,BU1A,Booth & Roadshow,15 Jun 21,, 100.00 , 67.68 ," 1,100.00 ", 355.51 , 744.49 ,,
413, Trading (Thailand) Ltd.,Thailand,P&G Vicks Roadshow ,Vicks,2008P&G024,BU1A,Booth & Roadshow,"Feb ,6,7,20,21,27,28 Mar,3-4,8,9 April 21",, 100.00 , 52.21 ," 427,790.00 "," 204,425.91 "," 223,364.09 ",,
414, Trading (Thailand) Ltd.,Thailand,P&G VICKS ROADSHOW Warehouse 2021,Vicks,2008P&G024.5,BU1A,Booth & Roadshow,Mar - June 21,, 100.00 , 69.58 ," 8,800.00 "," 2,676.61 "," 6,123.39 ",,
415, Trading (Thailand) Ltd.,Thailand,VIBROSENSE ROADSHOW (Transportation),VIBROSENSE,2008P&G043.4,BU2,PG & BA,on Jan 21,, 0.00 , 100.00 ," 18,400.00 ", 0.00 ," 18,400.00 ",,
416, Trading (Thailand) Ltd.,Thailand,Pampers Packing 2020 (QT20100005),Pampers,QT20100005,BU1A,Booth & Roadshow,21 Jan 24,, 0.00 , 100.00 ," 10,194.80 ", 0.00 ," 10,194.80 ",,
417, Trading (Thailand) Ltd.,Thailand,Neurobion Office Tour [JFM-AMJ] ,Neurobion,QT20100073,BU1A,Booth & Roadshow,31 Jan 21,, 0.00 , 100.00 ," 11,000.00 ", 0.00 ," 11,000.00 ",,
418, Trading (Thailand) Ltd.,Thailand,QT Vibrosense Roadshow ,Vibrosense,QT20110076.1,BU2,PG & BA,31 Jan - Dec 21,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
419, Trading (Thailand) Ltd.,Thailand,Vibrosense Roadshow (Operation Cost),Vibrosense,QT20110076.1,BU2,PG & BA,on Jan 21,, 100.00 , 53.01 ," 46,910.66 "," 22,045.04 "," 24,865.62 ",,
420, Trading (Thailand) Ltd.,Thailand,Vibrosense Roadshow (Warehouse),Vibrosense,QT20110076.1,BU2,PG & BA,Feb - Dec 21,, 0.00 , 68.88 ," 60,500.00 "," 18,826.81 "," 41,673.19 ",,
421, Trading (Thailand) Ltd.,Thailand,Downy FE 73 Stores Full Month ,Downy,QT20110154,BU2,PG & BA,Jan - April 21,, 100.00 , 33.43 ," 6,677,870.32 "," 4,445,237.20 "," 2,232,633.12 ",,
422, Trading (Thailand) Ltd.,Thailand,Downy FE 73 Stores Full Month on May 21,Downy,QT20110154.5,BU2,PG & BA,1-31 May 2021,, 100.00 , 22.06 ," 1,479,064.83 "," 1,152,781.81 "," 326,283.02 ",,
423, Trading (Thailand) Ltd.,Thailand,Downy FE 73 Stores Full Month (Jun21),Downy,QT20110154.6,BU2,PG & BA,1-30 Jun 2021,, 100.00 , 20.19 ," 1,479,064.84 "," 1,180,443.47 "," 298,621.37 ",,
424, Trading (Thailand) Ltd.,Thailand,Downy FE 73 Stores Full Month (KPI),Downy,QT20110154.7,BU2,PG & BA,1 Aug 21,เก็บค่า Kpi  ที่ทำงานถึง Traget มี่ต้นทุน, 0.00 , 100.00 ," 48,180.00 ",," 48,180.00 ",,
425, Trading (Thailand) Ltd.,Thailand,Recruit Graphic 2021,OLAY,QT20110200,BU1A,Booth & Roadshow,16 Jan 21 - 15 June 21,, 100.00 , 61.38 ," 485,370.00 "," 187,457.47 "," 297,912.53 ",,
427, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse (Jan - Feb 21),Gillette ,QT21010057.1,BU1A,Booth & Roadshow,Jan - Feb 21,, 100.00 , 72.36 ," 6,480.00 "," 1,790.78 "," 4,689.22 ",,
428, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse on Mar 21,Gillette ,QT21010057.2,BU1A,Booth & Roadshow,on Mar 21,, 100.00 , 63.86 ," 3,240.00 "," 1,171.04 "," 2,068.96 ",,
429, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse on April 21,Gillette ,QT21010057.3,BU1A,Booth & Roadshow,on April 21,, 100.00 , 69.53 ," 3,240.00 ", 987.28 ," 2,252.72 ",,
430, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse on May 21,Gillette ,QT21010057.4,BU1A,Booth & Roadshow,on May 21,, 100.00 , 70.96 ," 3,240.00 ", 940.92 ," 2,299.08 ",,
431, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse Rental [June 21],Gillette ,QT21010057.5,BU1A,Booth & Roadshow,15 Jun 21,, 100.00 , 67.08 ," 3,240.00 "," 1,066.54 "," 2,173.46 ",,
432, Trading (Thailand) Ltd.,Thailand,Scrap Sampling Whisper,Whisper,QT21010085,BU1A,Booth & Roadshow,9 Feb 21,, 100.00 , 86.12 ," 9,720.00 "," 1,349.55 "," 8,370.45 ",,
433, Trading (Thailand) Ltd.,Thailand,Vicks Booth - Big C Product Fair (QT21030045),Vicks,QT21030045,BU1A,Booth & Roadshow,17-19 Mar 21,, 100.00 , 47.12 ," 21,978.00 "," 11,622.58 "," 10,355.42 ",,
434, Trading (Thailand) Ltd.,Thailand,Downy ฝากซื้อสินค้าตัวอย่าง (QT21030108),Downy,QT21030108,BU3A,Key Account,25 Mar 21,, 100.00 , 50.58 ," 18,343.60 "," 9,065.42 "," 9,278.18 ",,
435, Trading (Thailand) Ltd.,Thailand,Olay Booth Roadshow (Production),OLAY,2002-P&G-013,BU1A,Booth & Roadshow,on Mar 21,, 0.00 , 100.00 ," 94,470.75 ", 0.00 ," 94,470.75 ",,
436, Trading (Thailand) Ltd.,Thailand,P&G Check display H&S (QT21020014),H&S,QT21020014,BU3A,Others,Mar-April 21,, 100.00 , 74.21 ," 30,240.00 "," 7,800.00 "," 22,440.00 ",,
437, Trading (Thailand) Ltd.,Thailand,P&G Check Display Phase3,H&S,QT21030002,BU1A,Booth & Roadshow,Mar-April 21,, 100.00 , 54.21 ," 19,656.00 "," 9,000.00 "," 10,656.00 ",,
438, Trading (Thailand) Ltd.,Thailand,Neurobion Tranportation for delivery premium,Neurobion,QT21030133,BU1A,Booth & Roadshow,Mar-April 21,, 100.00 , 25.93 ," 1,620.00 "," 1,200.00 ", 420.00 ,,
439, Trading (Thailand) Ltd.,Thailand,P&G CHECK DISPLAY (QT21010052),OLAY,QT21010052,BU3A,Others,30 Apr 21,, 0.00 , 100.00 ," 28,600.00 ", 0.00 ," 28,600.00 ",,
440, Trading (Thailand) Ltd.,Thailand,P&G Vicks Roadshow - Operation Cost ,Vicks,QT21010058,BU1A,Booth & Roadshow,30 Apr 21,, 0.00 , 0.00 ,,,,,
441, Trading (Thailand) Ltd.,Thailand,P&G Vicks Roadshow - Operation Cost [Apr 2021] ,Vicks,QT21010058.1,BU1A,Booth & Roadshow,30 Apr 21,, 100.00 , 35.76 ," 166,155.00 "," 106,738.93 "," 59,416.07 ",,
442, Trading (Thailand) Ltd.,Thailand,P&G Vicks Roadshow - Operation Cost ,Vicks,QT21010058.2,BU1A,Booth & Roadshow,July - Dec 21,,, 0.00 , 0.00 , 0.00 , 0.00 ,,
443, Trading (Thailand) Ltd.,Thailand,Vick Warehouse Rental  on July 21,Vicks,QT21070026.1,BU1A,Booth & Roadshow,1-31 July 21,, 100.00 , 68.51 ," 4,320.00 "," 1,360.24 "," 2,959.76 ",,
444, Trading (Thailand) Ltd.,Thailand,Vicks Warehoue Rental on Aug 21,Vicks,QT21070026.2,BU1A,Booth & Roadshow,1-30 Aug 21,, 100.00 , 68.51 ," 4,320.00 "," 1,360.25 "," 2,959.75 ",,
445, Trading (Thailand) Ltd.,Thailand,Vicks Warehoue Rental on Sep 21,Vicks,QT21070026.3,BU1A,Booth & Roadshow,1-30 Sep 21,, 100.00 , 69.53 ," 4,320.00 "," 1,316.37 "," 3,003.63 ",,
446, Trading (Thailand) Ltd.,Thailand,Vicks Warehouse Rental (Oct 2021),Vicks,QT21070026.4,BU1A,Booth & Roadshow,1-31 Oct 21,, 100.00 , 68.51 ," 4,320.00 "," 1,360.25 "," 2,959.75 ",,
447, Trading (Thailand) Ltd.,Thailand,P&G Vicks Warehouse on Nov 21,Vicks,QT21070026.5,BU1A,Booth & Roadshow,1-30 Nov 21,, 100.00 , 69.53 ," 4,320.00 "," 1,316.37 "," 3,003.63 ",,
448, Trading (Thailand) Ltd.,Thailand,P&G Vicks Warehouse on Dec 21,Vicks,QT21070026.6,BU1A,Booth & Roadshow,1-31 Dec 21,, 100.00 , 68.51 ," 4,320.00 "," 1,360.25 "," 2,959.75 ",,
449, Manufacturing (Thailand) Ltd.,Thailand,P&G Deployment Day 2021,P&G,QT21050044,BU1A,Event,30 Jun 21,, 100.00 , 19.39 ," 738,720.00 "," 595,449.99 "," 143,270.01 ",,
450, Trading (Thailand) Ltd.,Thailand,Downy Sampling Tester,Downy,QT21060066,BU2,Key Account,5 Jul 21,, 100.00 , 27.20 ," 12,455.32 "," 9,067.70 "," 3,387.62 ",,
451, Trading (Thailand) Ltd.,Thailand,Scrap Pampers Booth,Pampers,QT21060010,BU1A,Booth & Roadshow,15 Jul 21,, 100.00 , 64.34 ," 15,984.00 "," 5,700.00 "," 10,284.00 ",,
452, Trading (Thailand) Ltd.,Thailand,Downy Competitor Sampling Tester,Downy,QT21070027,BU1B,Key Account,16 Jul 21,, 100.00 , 38.22 ," 8,291.78 "," 5,122.57 "," 3,169.21 ",,
453, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Gillette) ,Gillette ,QT21050041,BU1A,Booth & Roadshow,July 21- June 22,, 0.00 , 0.00 , 0.00 ,, 0.00 ,,
454, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Gillette) on Jul 2021,Gillette ,QT21050041.1,BU1A,Booth & Roadshow,1-31 Jul 2021,, 100.00 , 36.73 ," 16,200.00 "," 10,249.95 "," 5,950.05 ",,
455, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Gillette) on Aug 2021,Gillette ,QT21050041.2 ,BU1A,Booth & Roadshow,1-31 Aug 2021,, 100.00 , 35.78 ," 16,200.00 "," 10,403.10 "," 5,796.90 ",,
456, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Gillette) on Sep 2021,Gillette ,QT21050041.3 ,BU1A,Booth & Roadshow,1-30 Sep 21,, 100.00 , 33.64 ," 16,200.00 "," 10,749.90 "," 5,450.10 ",,
457, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Gillette) on Oct 2021 (QT21050041.4 ),Gillette ,QT21050041.4 ,BU1A,Booth & Roadshow,1-31 Oct 21,, 100.00 , 35.78 ," 16,200.00 "," 10,403.10 "," 5,796.90 ",,
458, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Gillette) on Nov 2021,Gillette ,QT21050041.5 ,BU1A,Booth & Roadshow,1-30 Nov 21,, 100.00 , 33.64 ," 16,200.00 "," 10,749.97 "," 5,450.03 ",,
459, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Gillette) on Dec 2021,Gillette ,QT21050041.6 ,BU1A,Booth & Roadshow,1-31 Dec 21,, 100.00 , 36.79 ," 16,200.00 "," 10,240.00 "," 5,960.00 ",,
460, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Hair Care) ,Hair Care,QT21050040 ,BU1A,Booth & Roadshow,July 21- June 22,, 0.00 , 0.00 , 0.00 ,, 0.00 ,,
461, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Hair Care) on Jul 2021,Hair Care,QT21050040.1 ,BU1A,Booth & Roadshow,1-31 Jul 2021,, 100.00 , 48.70 ," 19,980.00 "," 10,249.92 "," 9,730.08 ",,
462, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Hair Care) on Aug 2021,Hair Care,QT21050040.2 ,BU1A,Booth & Roadshow,1-31 Aug 2021,, 100.00 , 44.46 ," 19,980.00 "," 11,096.64 "," 8,883.36 ",,
463, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Hair Care) on Sep 2021,Hair Care,QT21050040.3 ,BU1A,Booth & Roadshow,1-30 Sep 21,, 100.00 , 46.20 ," 19,980.00 "," 10,749.90 "," 9,230.10 ",,
464, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Hair Care) on Oct 2021 (QT21050040.4 ),Hair Care,QT21050040.4 ,BU1A,Booth & Roadshow,1-31 Oct 21,, 100.00 , 44.46 ," 19,980.00 "," 11,096.64 "," 8,883.36 ",,
465, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Hair Care) on Nov 2021,Hair Care,QT21050040.5 ,BU1A,Booth & Roadshow,1-30 Nov 21,, 100.00 , 46.20 ," 19,980.00 "," 10,749.97 "," 9,230.03 ",,
466, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Hair Care) on Dec 2021,Hair Care,QT21050040.6 ,BU1A,Booth & Roadshow,1-31 Dec 21,, 100.00 , 43.62 ," 19,980.00 "," 11,264.00 "," 8,716.00 ",,
467, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Olay) ,OLAY,QT21050038,BU1A,Booth & Roadshow,Aug 21- July 22,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
468, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Olay) on Aug 2021,OLAY,QT21050038.2,BU1A,Booth & Roadshow,1-31 Aug 21,, 100.00 , 15.24 ," 19,980.00 "," 16,935.45 "," 3,044.55 ",,
469, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Olay) on Sep 2021,OLAY,QT21050038.3,BU1A,Booth & Roadshow,1-30 Sep 21,, 100.00 , 37.44 ," 19,980.00 "," 12,499.95 "," 7,480.05 ",,
470, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Olay) on Oct 2021 (QT21050038.4),OLAY,QT21050038.4,BU1A,Booth & Roadshow,1-31 Oct 21,, 100.00 , 39.46 ," 19,980.00 "," 12,096.75 "," 7,883.25 ",,
471, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Olay) on Nov 2021,OLAY,QT21050038.5,BU1A,Booth & Roadshow,1-30 Nov 21,, 100.00 , 37.44 ," 19,980.00 "," 12,499.96 "," 7,480.04 ",,
472, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Olay) on Dec 2021,OLAY,QT21050038.6,BU1A,Booth & Roadshow,1-31 Dec 21,, 100.00 , 40.39 ," 19,980.00 "," 11,910.00 "," 8,070.00 ",,
473, Trading (Thailand) Ltd.,Thailand,Olay Warehoue Rental ,OLAY,QT21060011,BU1A,Booth & Roadshow,June 21- July 22,,, 0.00 , 0.00 ,, 0.00 ,,
474, Trading (Thailand) Ltd.,Thailand,Olay Warehoue Rental  [Jul 21],OLAY,QT21060011.1,BU1A,Booth & Roadshow,1-31 Jul 2021,, 100.00 , 68.51 ," 1,080.00 ", 340.06 , 739.94 ,,
475, Trading (Thailand) Ltd.,Thailand,Olay Warehoue Rental  [Aug 21],OLAY,QT21060011.2,BU1A,Booth & Roadshow,1-31 Aug 2021,, 100.00 , 68.51 ," 1,080.00 ", 340.06 , 739.94 ,,
476, Trading (Thailand) Ltd.,Thailand,Olay Warehoue Rental  [Sep 21],OLAY,QT21060011.3,BU1A,Booth & Roadshow,1-30 Sep 21,, 100.00 , 69.53 ," 1,080.00 ", 329.09 , 750.91 ,,
477, Trading (Thailand) Ltd.,Thailand,Olay Warehoue Rental  [Oct 21] (QT21060011.4),OLAY,QT21060011.4,BU1A,Booth & Roadshow,1-31 Oct 21,, 100.00 , 68.51 ," 1,080.00 ", 340.06 , 739.94 ,,
478, Trading (Thailand) Ltd.,Thailand,Olay Warehoue Rental  [Nov 21],OLAY,QT21060011.5,BU1A,Booth & Roadshow,1-30 Nov 21,, 100.00 , 69.53 ," 1,080.00 ", 329.09 , 750.91 ,,
479, Trading (Thailand) Ltd.,Thailand,Olay Warehoue Rental  [Dec 21],OLAY,QT21060011.6,BU1A,Booth & Roadshow,1-31 Dec 21,, 100.00 , 68.51 ," 1,080.00 ", 340.06 , 739.94 ,,
480, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse Rental ,Gillette ,QT21080033,BU1A,Booth & Roadshow,Sep 21- Feb 22,, 0.00 , 0.00 , 0.00 ,, 0.00 ,,
481, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse Rental on Sep 21,Gillette ,QT21080033.1,BU1A,Booth & Roadshow,1-30 Sep 21,, 100.00 , 69.53 ," 3,240.00 ", 987.28 ," 2,252.72 ",,
482, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse Rental [Oct 21] (QT21080033.2),Gillette ,QT21080033.2,BU1A,Booth & Roadshow,1-31 Oct 21,, 100.00 , 68.51 ," 3,240.00 "," 1,020.19 "," 2,219.81 ",,
483, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse Rental [Nov 21],Gillette ,QT21080033.3,BU1A,Booth & Roadshow,1-30 Nov 21,, 100.00 , 69.53 ," 3,240.00 ", 987.28 ," 2,252.72 ",,
484, Trading (Thailand) Ltd.,Thailand,GILLETTE Warehouse Rental [Dec 21],Gillette ,QT21080033.4,BU1A,Booth & Roadshow,1-31 Dec 21,, 100.00 , 68.51 ," 3,240.00 "," 1,020.19 "," 2,219.81 ",,
485, Trading (Thailand) Ltd.,Thailand,Downy FE BA 53 Stores ,Downy,QT21050024,BU2,PG & BA,1-31 Jul 2021,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
486, Trading (Thailand) Ltd.,Thailand,Downy FE BA 53 Stores (One time charge),Downy,QT21050024.0,BU2,PG & BA,1 Nov 21,, 100.00 , 75.40 ," 615,100.00 "," 151,320.00 "," 463,780.00 ",,
487, Trading (Thailand) Ltd.,Thailand,Downy FE BA 53 Stores July21,Downy,QT21050024.1,BU2,PG & BA,1-31 Jul 2021,, 100.00 , 25.00 ," 1,063,483.33 "," 797,644.90 "," 265,838.43 ",,
488, Trading (Thailand) Ltd.,Thailand,Downy FE BA 53 Stores August21,Downy,QT21050024.2,BU2,PG & BA,1-31 Aug 2021,, 100.00 , 36.00 ," 1,063,483.33 "," 680,623.82 "," 382,859.51 ",,
489, Trading (Thailand) Ltd.,Thailand,Downy FE BA 53 Stores September21,Downy,QT21050024.3,BU2,PG & BA,1-30 Sep 21,, 101.58 , 35.11 ," 1,063,483.33 "," 690,060.09 "," 373,423.24 ",,
490, Trading (Thailand) Ltd.,Thailand,Downy FE 19 stores (Makro) on Nov 21,Downy,QT21050024.4,BU2,PG & BA,1-30 Nov 21,, 100.00 , 36.19 ," 418,000.00 "," 266,729.31 "," 151,270.69 ",,
491, Trading (Thailand) Ltd.,Thailand,Downy FE BA 19 Stores (Makro) Dec21,Downy,QT21050024.5,BU2,PG & BA,1-31 Dec 21,, 102.49 , 33.16 ," 418,000.00 "," 279,398.48 "," 138,601.52 ",,
492, Trading (Thailand) Ltd.,Thailand,Downy FE BA 53 Stores ,Downy,QT21050024.6,BU2,PG & BA,Dec 21 - Jan 22,, 0.38 , 13.24 ," 4,082.97 "," 3,542.47 ", 540.50 ,,
493, Trading (Thailand) Ltd.,Thailand,Makro Shohuay_P&G Script,Downy,QT21080010,BU1A,Booth & Roadshow,9-13 Aug 2021,, 0.00 , 100.00 ," 10,260.00 ",," 10,260.00 ",,
494, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Oral-B) ,Oral-B,QT21050037,BU1A,Booth & Roadshow,Aug 21- June 22,,, 0.00 , 0.00 ,, 0.00 ,,
495, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Oral-B) on Aug 2021,Oral-B,QT21050037.2,BU1A,Booth & Roadshow,1-31 Aug2021,, 100.00 , 20.35 ," 16,200.00 "," 12,903.20 "," 3,296.80 ",,
496, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Oral-B) on Sep 2021,Oral-B,QT21050037.3,BU1A,Booth & Roadshow,1-30 Sep 21,, 100.00 , 22.84 ," 16,200.00 "," 12,499.95 "," 3,700.05 ",,
497, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Oral-B) on Oct 2021 (QT21050037.4 ),Oral-B,QT21050037.4 ,BU1A,Booth & Roadshow,1-31 Oct 21,, 100.00 , 20.35 ," 16,200.00 "," 12,903.20 "," 3,296.80 ",,
498, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Oral-B) on Nov 2021,Oral-B,QT21050037.5,BU1A,Booth & Roadshow,1-30 Nov 21,, 100.00 , 22.84 ," 16,200.00 "," 12,499.96 "," 3,700.04 ",,
499, Trading (Thailand) Ltd.,Thailand,Graphic-Operation Cost (Oral-B) on Dec 2021,Oral-B,QT21050037.6,BU1A,Booth & Roadshow,1-31 Dec 21,, 100.00 , 19.13 ," 16,200.00 "," 13,101.00 "," 3,099.00 ",,
500, Trading (Thailand) Ltd.,Thailand,Downy Competitor Sampling Tester (Round 3),Downy,QT21080027,BU2,Key Account,Aug- Sep  2021,, 100.00 , 27.25 ," 6,640.48 "," 4,830.84 "," 1,809.64 ",,
501, Trading (Thailand) Ltd.,Thailand,Makro Shohuay_P&G Script on Sep,Downy,QT21090004,BU1A,Booth & Roadshow,22 Sep 21,, 0.00 , 100.00 ," 10,260.00 ", 0.00 ," 10,260.00 ",,
502, Trading (Thailand) Ltd.,Thailand,P&G Check Display (3 Project),Downy,QT21080047,BU1A,Booth & Roadshow,6 Sep - 15 Oct 21,, 54.79 , 53.07 ," 173,880.00 "," 81,600.00 "," 92,280.00 ",,
503, Trading (Thailand) Ltd.,Thailand,Design KV for Vicks,Vicks,QT21070012,BU1A,Event,Sep - Oct 21,, 65.50 , 62.56 ," 39,960.00 "," 14,960.28 "," 24,999.72 ",,
504, Trading (Thailand) Ltd.,Thailand,Makro Sho Huay_P&G Script on Oct 2021 (QT21090079),Downy,QT21090079,BU1A,Booth & Roadshow,7 Oct 21,,, 100.00 ," 8,100.00 ", 0.00 ," 8,100.00 ",,
506, Trading (Thailand) Ltd.,Thailand,Downy FE (D-150 48 Stores) Nov21,Downy,QT21090075.1,BU2,PG & BA,1-30 Nov 21,, 100.00 , 33.23 ," 1,116,122.17 "," 745,252.07 "," 370,870.10 ",,
507, Trading (Thailand) Ltd.,Thailand,Downy FE (D-150 48 Stores) Dec21,Downy,QT21090075.2,BU2,PG & BA,1-31 Dec 21,, 101.23 , 31.11 ," 895,222.17 "," 616,740.66 "," 278,481.51 ",,
508, Trading (Thailand) Ltd.,Thailand,Downy FE (D-150 48 Stores) ,Downy,QT21090075.3,BU2,PG & BA,Dec 21 - Jan 22,, 0.19 , 9.46 ," 1,745.57 "," 1,580.47 ", 165.10 ,,
509, Trading (Thailand) Ltd.,Thailand,Makro Shohuay_MC Script on Nov,Downy,QT21100034,BU1A,Booth & Roadshow,1 Nov 21,,, 100.00 ," 8,100.00 ", 0.00 ," 8,100.00 ",,
510, Trading (Thailand) Ltd.,Thailand,"Pantene Pantene Sampling (15,000 Units)",Pantene,QT21100035,BU1A,Logistic,Nov - Dec 21,,, 30.08 ," 80,666.48 "," 56,400.00 "," 24,266.48 ",,
511, Trading (Thailand) Ltd.,Thailand,P&G Healthcare Meeting & Workshop,Vicks,QT21100057,BU1A,Event,19/12/21,,, 23.53 ," 181,038.07 "," 138,434.32 "," 42,603.75 ",,
512, Trading (Thailand) Ltd.,Thailand,P&G New Year & 25 Year Virtual Meeting,P&G,QT21120066,BU1A,Event,Dec 21 - Jan 22,,, 18.68 ," 2,877.68 "," 2,340.00 ", 537.68 ,,
513,S.C. & Son Ltd.,Thailand,SCJ CNY @ MT & TT 150 Stores 2021,Duck,2009SCJ078,BU2,PG & BA,May-June 22,, 0.47 , 31.43 ," 9,332.10 "," 6,398.92 "," 2,933.18 ",,
514,BB (Thailand) Ltd.,Thailand,Reckitt Benckiser_Register ASEAN ORL-HNS 2021 (QT21090025),Reckitt Benckiser,QT21090025,BU3A,Key Account,21 Oct 21,,, 3.14 ," 38,115.00 "," 36,918.42 "," 1,196.58 ",,
