ลำดับที่,Business Unit,No.,Business Code,Status,Job,QT No.,Project Name,Client/Owner,Remark Status,Start date,End date,Year,Sale Name,Quater,Project,Project Name2,Customer Status,Brand/Product, Budget Amount ,Business Type,add by,หมวดธุรกิจ,add date,edit by,edit date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Amount,,,,,,,
278,BU 1.1,252,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050011,Eucerin Logistic Retail [Jul],"BD (Thailand) Co.,Ltd",Got PO,15-07-21,05-08-21,2021,Piriya Limteerayos,Q3,,,Existing,Eucerin, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,30-04-21,RAWISARA,30-04-21,,,,,,," 114,219.70 "," 93,103.50 ",,,,," 207,323.20 ",,,,,,,
279,BU 1.1,253,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050012,Eucerin Logistic Retail [Aug],"BD (Thailand) Co.,Ltd",Got PO,15-08-21,05-09-21,2021,Piriya Limteerayos,Q3,,,Existing,Eucerin, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,30-04-21,,,,,,,,,," 11,411.38 "," 195,911.82 ",,,," 207,323.20 ",,,,,,,
280,BU 1.1,254,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050013,Eucerin Logistic Retail [Sep],"BD (Thailand) Co.,Ltd",Got PO,15-09-21,05-10-21,2021,Piriya Limteerayos,Q3,,,Existing,Eucerin, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,30-04-21,,,,,,,,,,," 207,323.20 ",,,," 207,323.20 ",,,,,,,
281,BU 1.1,255,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050014,Eucerin Logistic Retail [Oct],"BD (Thailand) Co.,Ltd",Got PO,15-10-21,05-11-21,2021,Piriya Limteerayos,Q4,,,Existing,Eucerin, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,30-04-21,,,,,,,,,,,," 207,323.20 ",,," 207,323.20 ",,,,,,,
282,BU 1.1,256,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050015,Eucerin Logistic Retail [Nov],"BD (Thailand) Co.,Ltd",Got PO,15-11-21,05-12-21,2021,Piriya Limteerayos,Q4,,,Existing,Eucerin, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,30-04-21,,,,,,,,,,,,," 207,323.20 ",," 207,323.20 ",,,,,,,
283,BU 1.1,257,3,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Logistic,QT21050016,Eucerin Logistic Retail [Dec],"BD (Thailand) Co.,Ltd",Got PO,15-12-21,05-01-22,2021,Piriya Limteerayos,Q4,,,Existing,Eucerin, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,30-04-21,,,,,,,,,,,,,," 207,323.20 "," 207,323.20 ",,,,,,,
284,BU 1.1,258,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050017,NIVEA Tie in 11-19 May 2021,"BD (Thailand) Co.,Ltd",Got PO,11-05-21,19-05-21,2021,Piriya Limteerayos,Q2,,,Existing,NIVEA, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,บำรุงผิวกาย,03-05-21,Piriya,03-05-21,,,,," 199,555.00 "," (8,171.59)",,,,,,," 199,555.00 ",,,,,,,
285,BU 1.2,294,4,Cancelled,PG & BA,QT21050027,Fa Thai - PG 20 Stores (Makro)_Jun 2021,บริษัท หนึ่ง สอง สาม เทรดดิ้ง จำกัด,Cancelled,04-06-21,13-06-21,2021,Piriya Limteerayos,Q2,,,New,Fa Thai, 0.00 ,อาหารและเครื่องดื่ม,RAWISARA,อาหาร,10-05-21,,,,,,,,,,,,,,," 122,935.00 ",,,,,,,
286,BU 1.2,300,4,Cancelled,PG & BA,QT21050028,Fa Thai - PG 20 Stores (Lotus's)_Aug 2021,บริษัท หนึ่ง สอง สาม เทรดดิ้ง จำกัด,Cancelled,01-10-21,10-10-21,2021,Piriya Limteerayos,Q4,,,Existing,Fa Thai,,อาหารและเครื่องดื่ม,RAWISARA,อาหาร,10-05-21,RAWISARA,13-05-21,,,,,,,,,,,,," 127,535.00 ",,,,,,,
287,BU 3.1,296,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21050029,BDF - ค่าส่งไปรษณีย์,"BD (Thailand) Co.,Ltd",Approved,27-05-21,28-05-21,2021,Piriya Limteerayos,Q2,,,Existing,Eucerin, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,SALINLAWAN,เวชสำอางค์,10-05-21,,,,,,," 11,781.00 ",,,,,,,," 11,781.00 ",,,,,,,
288,BU 1.1,301,3,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Logistic,QT21050032,Eucerin - Warehouse Jul-Dec 2021,"BD (Thailand) Co.,Ltd",Got PO,01-07-21,31-12-21,2021,Piriya Limteerayos,Q3,40102021,Eucerin - Warehouse Jul-Dec 2021,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,11-05-21,RAWISARA,13-05-21,,,,,,,,,,,,, 0.00 ,,,,,,,
289,BU 1.1,302,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050032.1,Eucerin - Warehouse Jul 2021,"BD (Thailand) Co.,Ltd",Got PO,01-07-21,31-07-21,2021,Piriya Limteerayos,Q3,39502021,Eucerin - Warehouse Jul 2021,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,11-05-21,,11-05-21,,,,,,," 6,741.00 ",,,,,," 6,741.00 ",,,,,,,
290,BU 1.1,303,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050032.2,Eucerin - Warehouse Aug 2021,"BD (Thailand) Co.,Ltd",Got PO,01-08-21,31-08-21,2021,Piriya Limteerayos,Q3,39602021,Eucerin - Warehouse Aug 2021,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,11-05-21,,,,,,,,,," 6,741.00 ",,,,," 6,741.00 ",,,,,,,
291,BU 1.1,304,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050032.3,Eucerin - Warehouse Sep 2021,"BD (Thailand) Co.,Ltd",Got PO,01-09-21,30-09-21,2021,Piriya Limteerayos,Q3,39702021,Eucerin - Warehouse Sep 2021,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,11-05-21,,,,,,,,,,," 6,741.00 ",,,," 6,741.00 ",,,,,,,
292,BU 1.1,305,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050032.4,Eucerin - Warehouse Oct 2021,"BD (Thailand) Co.,Ltd",Got PO,01-10-21,31-10-21,2021,Piriya Limteerayos,Q4,39802021,Eucerin - Warehouse Oct 2021,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,11-05-21,,,,,,,,,,,," 6,741.00 ",,," 6,741.00 ",,,,,,,
293,BU 1.1,306,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050032.5,Eucerin - Warehouse Nov 2021,"BD (Thailand) Co.,Ltd",Got PO,01-11-21,30-11-21,2021,Piriya Limteerayos,Q4,39902021,Eucerin - Warehouse Nov 2021,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,11-05-21,,,,,,,,,,,,," 6,741.00 ",," 6,741.00 ",,,,,,,
294,BU 1.1,307,3,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Logistic,QT21050032.6,Eucerin - Warehouse Dec 2021,"BD (Thailand) Co.,Ltd",Got PO,01-12-21,31-12-21,2021,Piriya Limteerayos,Q4,40002021,Eucerin - Warehouse Dec 2021,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,RAWISARA,เวชสำอางค์,11-05-21,,,,,,,,,,,,,," 6,741.00 "," 6,741.00 ",,,,,,,
295,BU 1.1,308,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050042,Eucerin Health Care,"BD (Thailand) Co.,Ltd",Approved,24-06-21,25-06-21,2021,Piriya Limteerayos,Q2,,,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,เวชสำอางค์,17-05-21,,,,,,,," 654,663.51 "," 58,801.46 ",,,,,," 713,464.97 ",,,,,,,
296,BU 1.1,311,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050047,Cockpit FC - Activity support จ.สงขลา_Jun 21,"BS (Thailand) Co., Ltd.",Got PO,02-06-21,06-06-21,2021,Piriya Limteerayos,Q2,,,Existing,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,18-05-21,,,,,,," 7,132.36 "," 125,967.64 ",,,,,,," 133,100.00 ",,,,,,,
297,BU 1.1,310,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050048,Cockpit FC - Activity support จ.ตรัง_Jun 21,"BS (Thailand) Co., Ltd.",Got PO,02-06-21,06-06-21,2021,Piriya Limteerayos,Q2,,,Existing,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,18-05-21,,,,,,," 3,254.54 "," 30,295.46 ",,,,,,," 33,550.00 ",,,,,,,
298,BU 1.1,309,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050049,Cockpit FC - Activity support จ.พัทลุง_Jun 21,"BS (Thailand) Co., Ltd.",Got PO,02-06-21,06-06-21,2021,Piriya Limteerayos,Q2,,,Existing,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,18-05-21,,,,,,," 3,254.54 "," 30,295.46 ",,,,,,," 33,550.00 ",,,,,,,
299,BU 1.1,312,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050057,Cockpit owner - รถแห่ 15 สาขา,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Approved,27-05-21,29-05-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,21-05-21,,,,,,," 168,300.00 ",,,,,,,," 168,300.00 ",,,,,,,
300,BU 1.1,313,1,Cancelled,Event,QT21050058,Bridgestone - Booth for AUTOBACS,"BS (Thailand) Co., Ltd.",Cancelled,30-06-21,30-06-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,21-05-21,,,,,,,,,,,,,,," 270,710.00 ",,,,,,,
301,BU 1.1,314,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050059,Eucerin Logistic additional cost_June,"BD (Thailand) Co.,Ltd",Got PO,01-06-21,21-06-21,2021,Piriya Limteerayos,Q2,,,,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,เวชสำอางค์,21-05-21,,,,,,," 3,996.87 "," 151,974.89 ",,,,,,," 155,971.76 ",,,,,,,
302,BU 1.1,315,6,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Event,QT21050060,Eucerin_Webinar training teams,"BD (Thailand) Co.,Ltd",Got PO,22-06-21,29-12-21,2021,Piriya Limteerayos,Q2,,,,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,เวชสำอางค์,21-05-21,,,,,,,,,,,,,,, 0.00 ,,,,,,,
303,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050060.1,Eucerin_Webinar training teams_Jun21,"BD (Thailand) Co.,Ltd",Got PO,22-06-21,30-06-21,2021,Piriya Limteerayos,Q2,,,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,," 145,723.41 "," 50,693.61 ",,,,,," 196,417.02 ",,,,,,,
304,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050060.2,Eucerin_Webinar training teams_Jul21,"BD (Thailand) Co.,Ltd",Got PO,01-07-21,31-07-21,2021,Piriya Limteerayos,Q3,,,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,," 94,607.09 "," 45,423.60 ",,,,," 166,334.21 ",,,,,,,
305,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050060.3,Eucerin_Webinar training teams_Aug21,"BD (Thailand) Co.,Ltd",Got PO,01-08-21,31-08-21,2021,Piriya Limteerayos,Q3,,,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,," 253,932.03 ",,,,," 166,334.21 ",,,,,,,
306,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050060.4,Eucerin_Webinar training teams_Sep21,"BD (Thailand) Co.,Ltd",Got PO,01-09-21,30-09-21,2021,Piriya Limteerayos,Q3,,,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,,," 166,334.21 ",,,," 166,334.21 ",,,,,,,
307,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050060.5,Eucerin_Webinar training teams_Oct21,"BD (Thailand) Co.,Ltd",Got PO,01-10-21,31-10-21,2021,Piriya Limteerayos,Q4,,,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,,,," 166,334.21 ",,," 166,334.21 ",,,,,,,
308,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050060.6,Eucerin_Webinar training teams_Nov21,"BD (Thailand) Co.,Ltd",Got PO,01-11-21,30-11-21,2021,Piriya Limteerayos,Q4,,,Existing,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,,,,," 166,334.21 ",," 166,334.21 ",,,,,,,
309,BU 1.1,316,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050063,Cockpit - Re inkjet Vinly for Stand cut out 70 stores(Jun),บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Approved,10-06-21,15-06-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,24-05-21,,,,,,," 1,124.97 "," 183,401.70 "," 21,723.33 ",,,,,," 206,250.00 ",,,,,,,
310,BU 1.1,317,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050064,Car parage for Kaijae rice,บริษัท สุนทร จำกัด,Approved,27-05-21,27-05-21,2021,Piriya Limteerayos,Q2,,,,Kaijae Rice,,อาหารและเครื่องดื่ม,RAWISARA,อาหาร,24-05-21,,,,,,," 28,985.00 ",,,,,,,," 28,985.00 ",,,,,,,
311,BU 1.1,,2,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050067,Cockpit FC - Activity support จ.ขอนแก่น_Jun 21,"BS (Thailand) Co., Ltd.",Got PO,10-06-21,10-06-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,,ยานยนต์,,,,,,,,," 12,100.00 ",,,,,,," 12,100.00 ",,,,,,,
312,BU 1.1,,2,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050068,Cockpit FC - Activity support จ.นครราชสีมา_Jun 21,"BS (Thailand) Co., Ltd.",Got PO,09-06-21,11-06-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,,ยานยนต์,,,,,,,,," 24,750.00 ",,,,,,," 24,750.00 ",,,,,,,
313,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21050069,Eucerin packing product PR set - KOLs hospital,"BD (Thailand) Co.,Ltd",Got PO,01-06-21,04-06-21,2021,Piriya Limteerayos,Q2,,,,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,," 7,383.00 ",,,,,,," 7,383.00 ",,,,,,,
314,BU 1.1,,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050070,Eucerin Logistic additional cost_Transportation,"BD (Thailand) Co.,Ltd",Got PO,01-06-21,02-06-21,2021,Piriya Limteerayos,Q2,,,,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,," 6,050.00 ",,,,,,," 6,050.00 ",,,,,,,
315,BU 1.1,,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050072,Transportation for pick up equipment at Tops Seacon,บริษัท ครีม (ประเทศไทย) จำกัด,Approved,03-06-21,03-06-21,2021,Piriya Limteerayos,Q2,,,,L'Oreal,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,," 1,458.00 ",,,,,,," 1,458.00 ",,,,,,,
316,BU 1.1,,2,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050074,Cockpit owner - รถแห่ 17 คัน_Jun 21,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Got PO,17-06-21,19-06-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,,ยานยนต์,,,,,,,,," 166,100.00 ",,,,,,," 166,100.00 ",,,,,,,
317,BU 1.1,258,1,Cancelled,Event,QT21050075,NIVEA Distributor Seminar 2021,"BD (Thailand) Co.,Ltd",Cancelled,21-09-21,22-09-21,2021,Piriya Limteerayos,Q3,,,,NIVEA,,ของใช้ส่วนตัวและเวชภัณฑ์,,บำรุงผิวกาย,,,,,,,,,,,," 1,500,000.00 ",,,," 1,500,000.00 ",,,,,,,
318,BU 1.1,,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21050076,Eucerin Logistic additional cost_Packing,"BD (Thailand) Co.,Ltd",Got PO,01-06-21,10-06-21,2021,Piriya Limteerayos,Q2,,,,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,," 3,852.00 ",,,,,,," 3,852.00 ",,,,,,,
319,BU 1.1,,2,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050077,Cockpit owner - รถแห่ 5 คัน_Jun 21,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Approved,10-06-21,26-06-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,,ยานยนต์,,,,,,,,," 133,100.00 ",,,,,,," 133,100.00 ",,,,,,,
320,BU 1.1,,2,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21050078,Cockpit owner - Stand cut out production,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Approved,15-06-21,15-06-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,,ยานยนต์,,,,,,,,," 5,390.00 ",,,,,,," 5,390.00 ",,,,,,,
321,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21060001,NIVEA แผ่นเทส,"BD (Thailand) Co.,Ltd",Got PO,25-06-21,27-06-21,2021,Piriya Limteerayos,Q2,,,,NIVEA,,ของใช้ส่วนตัวและเวชภัณฑ์,,บำรุงผิวกาย,,,,,,,,," 7,918.00 ",,,,,,," 7,918.00 ",,,,,,,
322,BU 1.1,,2,Cancelled,Booth & Roadshow,QT21060003,Cockpit owner - Banner for 11 stores,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,Cancelled,22-06-21,25-06-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,,ยานยนต์,,,,,,,,,,,,,,,," 14,168.00 ",,,,,,,
323,BU 1.1,,2,Cancelled,Booth & Roadshow,QT21060008,L'Oreal - Offline & online graphic design,บริษัท ครีม (ประเทศไทย) จำกัด,Cancelled,01-07-21,01-06-22,2021,Piriya Limteerayos,Q3,,,,L'Oreal,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,,,,,,,," 10,000,000.00 ",,,,,,,
324,BU 1.2,,1,Cancelled,Key Account,QT21060016,NIVEA W630 Campaign Reward ,"BD (Thailand) Co.,Ltd",Cancelled,01-07-21,31-12-21,2021,Piriya Limteerayos,Q3,,,,NIVEA,,ของใช้ส่วนตัวและเวชภัณฑ์,,บำรุงผิวกาย,,,,,,,,,,,,,,,," 3,000,000.00 ",,,,,,,
325,BU 1.2,,1,Cancelled,Key Account,QT21060017,W630 BA Conference 2021 ,"BD (Thailand) Co.,Ltd",cancelled,01-07-21,31-07-21,2021,Piriya Limteerayos,Q3,,,,NIVEA,,ของใช้ส่วนตัวและเวชภัณฑ์,,บำรุงผิวกาย,,,,,,,,,,,,,,,," 200,000.00 ",,,,,,,
326,BU 1.1,,3,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Logistic,QT21060021,Eucerin logistic_counter shied_Jul,"BD (Thailand) Co.,Ltd",Got PO,01-07-21,15-07-21,2021,Piriya Limteerayos,Q3,,,,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,เวชสำอางค์,08-06-21,MOKANAN,08-06-21,,,,,,," 58,743.00 ",,,,,," 58,743.00 ",,,,,,,
327,BU 1.1,,2,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21060025,Cockpit FC - Activity support จ.ราชบุรี_Jul 21 [Revise],"BS (Thailand) Co., Ltd.",Got PO,25-06-21,24-07-21,2021,Piriya Limteerayos,Q2,45402021,Cockpit FC - Activity support จ.ราชบุรี_Jul 21[Revise],,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,09-06-21,RAWISARA,11-06-21,,,,,," 54,379.17 "," 21,520.83 ",,,,,," 75,900.00 ",,,,,,,
328,BU 1.1,,2,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21060026,Cockpit FC - Activity support จ.นนทบุรี(CP.Samthai Auto Tiwanon)_Jul 21,"BS (Thailand) Co., Ltd.",Got PO,25-06-21,04-07-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,09-06-21,RAWISARA,09-06-21,,,,,," 20,191.81 "," 13,358.19 ",,,,,," 33,550.00 ",,,,,,,
329,BU 1.1,,2,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Booth & Roadshow,QT21060027,Cockpit FC - Activity support จ.นนทบุรี(CP.Sanguan Auto car (Caltex))_Jul 21,"BS (Thailand) Co., Ltd.",Got PO,25-06-21,04-07-21,2021,Piriya Limteerayos,Q2,,,,Bridgestone,,ยานยนต์,RAWISARA,ยานยนต์,09-06-21,RAWISARA,09-06-21,,,,,," 20,191.81 "," 13,358.19 ",,,,,," 33,550.00 ",,,,,,,
330,BU 1.1,,1,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Event,QT21060031,Eucerin_Urea_online internal launch,"BD (Thailand) Co.,Ltd",Got PO,01-07-21,01-07-21,2021,Piriya Limteerayos,Q3,,,,Eucerin,,ของใช้ส่วนตัวและเวชภัณฑ์,Piriya,เวชสำอางค์,09-06-21,,,,,,,,," 38,320.89 ",,,,,," 38,320.89 ",,,,,,,
